NDC,RxNorm,Count_10years
0023-6147-30,720825,207
0023-6150-04,8727,6
0023-6150-05,8727,6
0023-6151-08,8727,141
0023-6151-09,8727,141
0023-6153-01,32675,369
0023-6153-08,32675,369
0023-6498-02,2268216,2
0023-6498-10,2268216,2
0023-6501-02,2268216,1
0023-6501-10,2268216,1
0023-6630-10,2062,2
0023-7824-10,8536,14314
0023-8335-03,83947,112
0023-8335-10,83947,112
0023-8665-05,134615,8
0023-8665-10,134615,8
0023-8665-15,134615,8
0023-8694-30,215499,558
0023-8694-50,215499,558
0023-8842-05,31563,42
0023-9155-30,83947,199
0023-9155-60,83947,199
0023-9156-30,83947,401
0023-9156-60,83947,401
0023-9163-30,3008,8571
0023-9163-60,3008,8571
0023-9177-05,134615,1888
0023-9177-10,134615,1888
0023-9177-15,134615,1888
0023-9201-05,39684,166
0023-9205-02,2062,5
0023-9205-15,2062,5
0023-9211-05,10600,2539
0023-9211-10,10600,2539
0023-9211-15,10600,2539
0023-9232-01,1712,42
0023-9236-30,83947,6
0023-9277-05,35827,394
0023-9321-05,134615,3433
0023-9321-10,134615,3433
0023-9321-15,134615,3433
0023-9637-01,32675,76
0023-9637-08,32675,76
0024-0212-01,1952,5
0024-0212-02,1952,5
0024-0335-05,6754,477
0024-0337-05,6754,137
0024-0393-10,4018,12603
0024-1015-10,24942,90
0024-1596-01,8687,45
0024-1754-01,7812,4
0024-2792-10,50013,27
0024-2794-10,50013,27
0024-4142-10,233698,1952
0024-4142-60,233698,1952
0024-5150-05,1952,1
0024-5150-06,1952,1
0024-5401-31,39993,17905
0024-5421-31,39993,32110
0024-5421-50,39993,32110
0024-5501-31,39993,1556
0024-5521-31,39993,4357
0024-5761-05,274783,144
0024-5801-21,356887,264
0024-5824-11,996051,1
0024-5837-01,77492,21278
0024-5840-01,1232150,4
0024-5850-90,83818,427
0024-5851-30,83818,1646
0024-5851-HT,,10
0024-5852-30,83818,1554
0024-5852-90,83818,1554
0024-5855-30,5487,586
0024-5855-90,5487,586
0024-5856-30,5487,416
0024-5856-90,5487,416
0024-5862-01,733003,5
0024-5869-01,274783,2175
0024-5869-03,274783,2175
0024-5871-00,274783,135
0024-5871-02,274783,135
0024-5874-90,253182,2
0024-5882-36,253182,4
0024-5894-63,253182,1
0024-5901-01,,2
0024-5901-01,1659152,25
0024-5901-02,,2
0024-5901-02,1659152,25
0024-5902-01,1659152,10
0024-5902-02,1659152,10
0024-5903-01,1659152,1
0024-5903-02,1659152,1
0024-5910-01,1923319,5
0024-5914-01,1876376,104
0024-5918-01,1876376,2
0024-5922-01,1923319,9
0024-5924-10,86009,142
0024-5925-00,86009,441
0024-5925-01,86009,441
0024-5925-05,86009,441
0024-5926-05,86009,142
0025-0061-31,1223,8708
0025-0081-09,4124,2
0025-0081-84,4124,2
0025-0151-07,4124,1
0025-0151-24,4124,1
0025-0161-24,4124,11
0025-0166-08,28656,6
0025-1001-31,9997,3227
0025-1011-31,5487,204
0025-1021-31,5487,90
0025-1031-31,9997,462
0025-1041-31,9997,1102
0025-1381-31,32613,2587
0025-1411-60,3355,71
0025-1411-90,3355,71
0025-1421-60,3355,73
0025-1451-20,42331,90
0025-1451-34,42331,90
0025-1451-60,42331,90
0025-1461-31,42331,661
0025-1461-34,42331,661
0025-1461-60,42331,661
0025-1515-01,140587,246
0025-1520-31,140587,4093
0025-1520-34,140587,4093
0025-1520-51,140587,4093
0025-1525-31,140587,24074
0025-1525-34,140587,24074
0025-1525-51,140587,24074
0025-1530-01,140587,114
0025-1530-02,140587,114
0025-1710-01,298869,169
0025-1710-02,298869,169
0025-1710-03,298869,169
0025-1720-01,298869,51
0025-1720-03,298869,51
0025-1821-31,6922,17249
0025-1821-50,6922,17249
0025-1831-31,6922,1882
0025-1831-50,6922,1882
0025-1851-31,11170,52
0025-1861-31,11170,80
0025-1891-31,11170,1091
0025-1891-51,11170,1091
0025-1901-31,11170,488
0025-1911-31,11170,421
0025-1942-50,6922,57
0025-2732-31,3541,23
0025-2732-51,3541,23
0025-2742-31,3541,16
0025-2742-51,3541,16
0025-2752-31,3541,48
0025-2762-31,3541,40
0026-3785-50,4257,2
0026-3785-55,4257,2
0026-3797-70,4257,2
0029-1525-44,42372,17855
0029-1526-03,42372,1779
0029-1526-11,42372,1779
0029-1527-22,42372,6762
0029-1527-25,42372,6762
0029-4851-21,31448,484
0031-2091-26,,2
0031-2092-26,,1
0031-2092-27,161,2
0031-2094-04,161,3
0031-2146-23,3498,8
0031-2234-13,1767,174
0031-2234-19,1767,174
0031-2235-13,1767,183
0031-2235-19,1767,183
0031-2238-13,2400,11
0031-2246-12,161,12
0031-2247-13,3498,8
0031-2293-21,1767,17
0031-8655-10,3289,1
0031-8674-25,219717,14
0031-8680-25,2670,4
0031-8686-13,3289,297
0031-8693-12,2400,23
0031-8694-12,3289,46
0031-8712-10,3289,10
0031-8713-10,3289,2
0031-8716-12,3289,62
0031-8717-12,3289,2
0031-8717-18,3289,2
0031-8719-20,3289,14
0031-8721-20,161,10
0031-8722-20,161,2
0031-8724-12,5032,12
0031-8725-10,3289,1
0031-8732-20,161,4
0031-8734-12,3289,9
0031-8734-18,3289,9
0031-8736-12,3289,115
0031-8736-18,3289,115
0031-8736-42,3289,115
0031-8737-12,3289,12
0031-8738-12,3289,12
0031-8738-18,3289,12
0031-8739-12,3289,2
0031-8739-18,3289,2
0031-8739-42,3289,2
0031-8740-12,3289,8
0031-8741-20,3289,1
0031-8742-14,3289,3
0031-8742-20,3289,3
0031-8753-03,3289,1
0031-8756-12,3289,2
0031-8756-18,3289,2
0032-1203-70,743,130
0032-1206-01,743,608
0032-1206-07,743,608
0032-1212-01,743,1249
0032-1212-07,743,1249
0032-1224-01,743,1363
0032-1224-07,743,1363
0032-1708-01,8727,514
0032-1711-01,8727,935
0032-3016-13,743,165
0032-3016-28,743,165
0032-4205-01,42355,3
0032-4205-11,42355,3
0032-4210-01,42355,8
0032-4210-10,42355,8
0032-4210-11,42355,8
0034-0518-10,7052,22
0034-0519-10,7052,8
0034-0521-02,7052,1
0034-1025-10,7052,3
0034-1026-10,7052,3
0034-1100-20,36387,1
0034-1100-60,36387,1
0034-1100-84,36387,1
0034-5490-06,20592,1
0034-5490-12,20592,1
0037-0066-03,52582,142
0037-0066-05,52582,142
0037-0083-30,,6
0037-0084-90,,2
0037-0086-30,,9
0037-0113-60,477631,26
0037-0243-30,18603,1386
0037-0245-23,18603,966
0037-0430-01,24812,26
0037-0430-QT,,4
0037-0431-01,24812,77
0037-0442-17,24812,14
0037-0442-67,24812,14
0037-0678-08,42612,115
0037-0678-96,42612,115
0037-2001-01,2101,9342
0037-2250-10,2101,937
0037-2250-30,2101,937
0037-3505-01,38413,182
0037-3510-01,38413,590
0037-3520-01,38413,1897
0037-4401-01,7975,39
0037-4714-10,3289,8
0037-4801-35,4083,38
0037-4801-70,4083,38
0037-4802-35,4083,38
0037-4814-10,2670,3
0037-5020-01,38413,1897
0037-6010-30,39993,12
0037-6050-30,39993,4
0037-6072-30,73,1
0037-6321-90,6832,60
0037-6631-04,10184,13
0037-6820-04,8591,146
0037-6822-10,5492,1603
0037-6823-15,34347,244
0037-6824-10,5492,2
0037-6830-15,5492,75
0037-6860-10,32385,39
0037-6885-90,4511,8
0037-7590-12,25120,5
0037-7590-63,25120,5
0037-8110-01,598,4
0037-8110-06,598,4
0037-8120-01,598,27
0037-8120-06,598,27
0037-8130-01,598,55
0037-8130-06,598,55
0037-8140-01,598,204
0037-8140-06,598,204
0037-9001-05,153970,6
0039-0009-15,21090,1
0039-0009-30,21090,1
0039-0016-60,4053,2
0039-0023-01,2186,1
0039-0023-25,2186,1
0039-0024-01,2186,1
0039-0024-25,2186,1
0039-0051-10,4815,55
0039-0052-10,4815,217
0039-0053-05,4815,3
0039-0060-13,4603,23131
0039-0066-05,4603,4159
0039-0067-10,4603,19140
0039-0221-10,25789,2662
0039-0222-10,25789,3967
0039-0223-10,25789,4056
0041-0850-20,,1
0043-0017-48,9796,110
0043-0116-36,9796,531
0043-0129-18,9796,110
0043-0134-82,9796,274
0043-0142-24,161,1
0043-0150-18,9796,19
0043-0151-18,9796,19
0043-0151-30,9796,19
0043-3005-20,259351,139
0043-3005-50,259351,139
0043-6207-04,5032,7
0043-6213-04,161,1
0043-6243-01,809400,105
0043-6245-16,,12
0043-6256-06,827270,1
0043-6258-24,161,3
0043-6264-04,3289,2
0043-6265-08,161,2
0043-6294-24,161,2
0043-6296-08,161,2
0045-0080-02,41397,554
0045-0121-24,161,2
0045-0122-30,161,2
0045-0122-37,161,2
0045-0122-60,161,2
0045-0123-04,161,5688
0045-0134-04,6468,152
0045-0134-08,6468,152
0045-0134-44,6468,152
0045-0137-24,6468,5
0045-0166-04,161,5688
0045-0166-05,161,5688
0045-0167-62,161,622
0045-0167-64,161,622
0045-0184-04,5640,3047
0045-0184-09,5640,3047
0045-0186-60,161,622
0045-0186-63,161,622
0045-0192-01,5640,3047
0045-0192-04,5640,3047
0045-0192-05,5640,3047
0045-0192-08,5640,3047
0045-0198-01,5640,339
0045-0198-02,5640,339
0045-0204-25,20610,6236
0045-0204-31,20610,6236
0045-0204-43,20610,8155
0045-0204-44,20610,6236
0045-0204-70,20610,8155
0045-0205-04,20610,5
0045-0209-04,20610,7
0045-0209-06,20610,7
0045-0212-03,6468,18
0045-0212-12,6468,18
0045-0212-18,6468,18
0045-0212-30,6468,18
0045-0212-42,6468,18
0045-0226-14,3498,1721
0045-0228-57,8896,2113
0045-0242-13,20610,108
0045-0242-25,20610,108
0045-0269-08,161,4
0045-0270-26,161,49
0045-0295-09,6468,3290
0045-0295-32,6468,3290
0045-0295-37,6468,3290
0045-0295-49,6468,3290
0045-0296-04,161,5688
0045-0296-09,161,5688
0045-0297-21,161,1686
0045-0297-27,161,1686
0045-0300-13,42612,185
0045-0300-26,42612,185
0045-0386-05,161,2
0045-0391-05,161,2
0045-0407-04,161,5688
0045-0416-60,10636,1
0045-0416-70,10636,1
0045-0421-08,161,441
0045-0431-10,5640,1
0045-0443-24,161,1
0045-0444-06,161,17703
0045-0444-27,161,17703
0045-0448-03,5640,31
0045-0448-04,5640,31
0045-0448-16,5640,31
0045-0449-02,161,17703
0045-0449-05,161,17703
0045-0449-09,161,17703
0045-0449-10,161,17703
0045-0449-12,161,17703
0045-0449-15,161,17703
0045-0467-24,161,2
0045-0481-01,5640,2810
0045-0481-02,5640,2810
0045-0481-19,5640,2810
0045-0481-52,5640,2810
0045-0481-62,5640,2810
0045-0482-11,161,2263
0045-0482-25,161,2263
0045-0482-36,161,2263
0045-0482-38,161,2263
0045-0482-57,161,2263
0045-0487-20,161,93
0045-0487-90,161,93
0045-0488-26,161,17703
0045-0488-30,161,17703
0045-0493-04,161,5688
0045-0496-60,161,23612
0045-0499-09,161,17703
0045-0499-23,161,17703
0045-0508-16,161,2
0045-0521-08,161,4
0045-0524-15,5640,339
0045-0524-21,5640,339
0045-0534-02,3498,3100
0045-0537-04,8163,52
0045-0538-04,3289,11
0045-0552-04,3498,24
0045-0553-20,3498,312
0045-0556-05,3289,36
0045-0557-25,3498,1721
0045-0563-20,3498,104
0045-0563-40,3498,104
0045-0563-80,3498,104
0045-0603-40,5640,3047
0045-0604-40,5640,3047
0045-0642-12,3444,243
0045-0642-36,3444,243
0045-0643-04,3444,48
0045-0643-08,3444,48
0045-0646-12,19831,4
0045-0646-60,19831,4
0045-0648-08,6676,53
0045-0813-08,161,2
0045-0838-21,161,28
0045-0838-24,161,28
0045-0838-37,161,28
0045-0838-40,161,28
0045-0838-48,161,3
0045-0843-24,3498,44
0045-0895-04,6135,50
0045-0895-07,6135,50
0045-0905-12,41397,2
0045-0910-12,41397,248
0045-0910-32,41397,248
0045-0910-60,41397,248
0045-0930-32,41397,276
0045-0930-60,41397,276
0046-0422-95,8787,216
0046-0470-91,8787,15
0046-0471-91,8787,25
0046-0473-91,8787,25
0046-0479-91,8787,21
0046-0488-81,5487,11
0046-0738-81,24605,3
0046-0739-81,24605,8
0046-0749-05,4099,2
0046-0787-81,24605,3
0046-0829-81,24605,10
0046-0839-81,24605,1
0046-0872-21,4099,18737
0046-1000-10,1001,1
0046-1065-05,89778,6
0046-1100-81,4099,6169
0046-1100-91,4099,6169
0046-1101-81,4099,1238
0046-1102-81,4099,5589
0046-1102-91,4099,5589
0046-1103-81,4099,820
0046-1104-81,4099,1347
0046-1104-91,4099,1347
0046-1105-11,4099,3262
0046-1106-11,4099,1187
0046-1107-11,4099,1251
0046-1108-11,4099,588
0046-2575-12,4099,122
0049-0013-81,733,3
0049-0013-83,733,3
0049-0014-81,733,7
0049-0014-83,733,7
0049-0050-01,36437,297
0049-0052-60,115698,1803
0049-0054-60,115698,1752
0049-0056-60,115698,1099
0049-0058-60,115698,1321
0049-0116-28,341018,4
0049-0170-01,4821,414
0049-0174-02,4821,988
0049-0174-03,4821,988
0049-0178-07,4821,1614
0049-0178-08,4821,1614
0049-0430-20,7980,1
0049-0530-22,7980,1
0049-0530-28,7980,1
0049-1203-01,115698,86
0049-1203-10,115698,86
0049-2330-45,231049,1037
0049-2330-79,231049,1037
0049-2340-05,231049,3159
0049-2340-45,231049,3159
0049-2340-79,231049,3159
0049-2710-30,49276,31
0049-2720-30,49276,21
0049-2750-66,49276,581
0049-2760-66,49276,1028
0049-2770-66,49276,1439
0049-2780-66,49276,839
0049-3160-44,121243,2
0049-3170-30,121243,3
0049-3180-30,121243,62
0049-3410-30,4450,120
0049-3420-30,4450,4580
0049-3420-41,4450,4580
0049-3430-30,4450,2527
0049-3430-41,4450,2527
0049-3440-19,4450,470
0049-3450-19,4450,530
0049-3500-79,4450,46089
0049-3920-20,115698,86
0049-3920-83,115698,86
0049-3960-41,115698,1803
0049-3960-60,115698,1803
0049-3970-60,115698,1752
0049-3980-41,115698,1099
0049-3980-60,115698,1099
0049-3990-60,115698,1321
0049-4110-66,4821,639
0049-4120-66,4821,527
0049-4900-30,36437,16344
0049-4900-41,36437,16344
0049-4910-30,36437,15822
0049-4910-41,36437,15822
0049-4940-23,36437,297
0049-4960-30,36437,5933
0049-5360-94,3638,1
0049-5380-66,3638,1
0049-5590-93,5553,167
0049-5600-66,5553,166
0049-5610-66,5553,185
0049-5610-73,5553,185
0049-5620-66,5553,32
0049-5630-66,5553,2
0051-0021-21,10402,713
0051-0022-21,10402,468
0051-0023-21,10402,65
0051-8425-01,10379,563
0051-8425-30,10379,563
0051-8450-01,10379,2067
0051-8450-30,10379,2067
0051-8462-01,10379,170
0051-8462-12,10379,242
0051-8462-30,10379,170
0051-8462-31,10379,242
0051-8462-33,10379,2155
0052-0105-30,15996,6482
0052-0106-06,15996,236
0052-0106-30,15996,236
0052-0107-30,15996,3570
0052-0108-06,15996,242
0052-0108-30,15996,242
0052-0109-30,15996,1348
0052-0110-06,15996,119
0052-0110-30,15996,119
0052-0261-08,4124,1469
0052-0273-01,4124,12371
0052-0273-03,4124,12371
0052-0274-01,14584,1035
0052-0301-51,35825,44
0052-0308-02,25357,2
0052-0313-01,25357,388
0052-0315-10,4986,68
0052-0316-01,25357,588
0052-0326-01,25357,234
0052-0602-01,94317,2
0052-0602-02,94317,2
0052-4330-01,14584,1035
0052-4364-01,15996,6482
0052-4365-01,15996,3570
0053-6233-02,4249,4
0053-6871-00,3251,96
0053-7201-02,535,9
0053-7670-31,151313,1
0053-7670-32,151313,1
0053-8133-02,4257,10
0054-0002-85,4450,2045
0054-0003-85,4450,3436
0054-0007-13,1894,15496
0054-0007-25,1894,15496
0054-0010-20,4441,7691
0054-0010-21,4441,7691
0054-0010-25,4441,7691
0054-0011-20,4441,12929
0054-0011-21,4441,12929
0054-0011-25,4441,12929
0054-0012-20,4441,950
0054-0012-21,4441,950
0054-0012-25,4441,950
0054-0017-20,8640,432911
0054-0017-25,8640,432911
0054-0017-29,8640,432911
0054-0018-20,8640,479263
0054-0018-25,8640,479263
0054-0018-29,8640,479263
0054-0019-20,8640,98935
0054-0019-25,8640,98935
0054-0020-25,42351,5136
0054-0020-HT,,62
0054-0021-25,42351,4529
0054-0021-29,42351,4529
0054-0025-11,6694,1214
0054-0028-21,21107,3522
0054-0036-21,21212,1333
0054-0037-21,21212,13655
0054-0044-21,21107,8828
0054-0044-29,21107,8828
0054-0045-44,7213,7746
0054-0046-41,7213,5010
0054-0056-25,8328,3113
0054-0057-46,3407,1567
0054-0062-58,2556,2001
0054-0063-44,35636,5375
0054-0064-47,26225,16489
0054-0077-25,38413,42173
0054-0077-29,38413,42173
0054-0079-28,18747,1965
0054-0080-13,258494,1731
0054-0084-25,74667,862
0054-0085-25,74667,1763
0054-0088-13,214342,8148
0054-0088-26,214342,8148
0054-0090-21,4637,613
0054-0091-21,4637,917
0054-0092-21,4637,225
0054-0097-20,32624,6278
0054-0097-25,32624,6278
0054-0098-20,32624,11519
0054-0098-25,32624,11519
0054-0099-20,32624,3001
0054-0099-25,32624,3001
0054-0100-22,17767,64258
0054-0100-31,17767,64258
0054-0101-22,17767,298410
0054-0101-28,17767,298410
0054-0101-31,17767,298410
0054-0102-22,17767,202996
0054-0102-28,17767,202996
0054-0102-31,17767,202996
0054-0106-25,35296,1264
0054-0107-20,35296,6995
0054-0107-25,35296,6995
0054-0107-29,35296,6995
0054-0108-20,35296,11785
0054-0108-25,35296,11785
0054-0108-29,35296,11785
0054-0109-25,35296,11013
0054-0109-29,35296,11013
0054-0110-25,54552,12
0054-0111-25,54552,81
0054-0112-25,54552,102
0054-0114-13,73645,37273
0054-0114-27,73645,37273
0054-0115-13,73645,74420
0054-0115-27,73645,74420
0054-0116-25,72302,15804
0054-0117-25,72302,15675
0054-0118-25,72302,17877
0054-0119-25,72302,8641
0054-0120-25,72302,2100
0054-0121-25,72302,1669
0054-0122-25,72302,628
0054-0123-22,52175,81856
0054-0124-22,52175,131348
0054-0125-22,52175,84778
0054-0126-22,5487,25126
0054-0127-22,5487,32077
0054-0137-49,4637,18
0054-0140-25,16681,1118
0054-0141-20,16681,1075
0054-0141-25,16681,1075
0054-0142-25,16681,416
0054-0143-08,26237,291
0054-0143-87,26237,291
0054-0163-25,68149,10769
0054-0163-29,68149,10769
0054-0164-13,84857,18686
0054-0166-25,68149,8507
0054-0166-29,68149,8507
0054-0176-13,1819,3261
0054-0176-HT,,318
0054-0177-13,1819,10923
0054-0188-13,1819,1301
0054-0189-13,1819,18557
0054-0196-13,68099,106
0054-0197-13,68099,454
0054-0198-13,68099,1793
0054-0199-59,32624,3249
0054-0210-25,8886,110
0054-0211-25,8886,221
0054-0220-20,51272,43904
0054-0220-25,51272,43904
0054-0220-31,51272,43904
0054-0221-20,51272,28376
0054-0221-25,51272,28376
0054-0222-20,51272,17481
0054-0222-25,51272,17481
0054-0223-20,51272,10019
0054-0223-21,51272,10019
0054-0224-63,114477,21616
0054-0229-20,51272,29570
0054-0229-25,51272,29570
0054-0229-31,51272,29570
0054-0230-20,51272,5049
0054-0230-25,51272,5049
0054-0235-24,7052,30499
0054-0235-25,7052,30499
0054-0236-24,7052,7242
0054-0236-25,7052,7242
0054-0237-41,7052,8307
0054-0237-49,7052,8307
0054-0237-63,7052,8307
0054-0238-49,7052,680
0054-0238-63,7052,680
0054-0243-24,2670,262
0054-0244-24,2670,1386
0054-0244-25,2670,1386
0054-0245-25,2670,166
0054-0248-22,,2
0054-0248-22,282388,489
0054-0249-13,282388,1002
0054-0250-13,83818,1795
0054-0250-22,83818,1795
0054-0251-13,83818,7402
0054-0251-22,83818,7402
0054-0252-13,83818,6215
0054-0252-22,83818,6215
0054-0254-13,5487,1315
0054-0254-22,5487,1315
0054-0255-13,5487,1409
0054-0255-22,5487,1409
0054-0259-13,88249,191246
0054-0259-22,88249,191246
0054-0262-20,1908,86
0054-0262-25,1908,86
0054-0264-24,3423,14986
0054-0264-25,3423,14986
0054-0265-25,3423,2077
0054-0269-13,72965,9020
0054-0271-21,194000,505
0054-0272-23,194000,3889
0054-0273-13,5691,81
0054-0274-13,5691,75
0054-0275-13,5691,15
0054-0276-13,5691,76
0054-0277-22,5487,7695
0054-0278-03,141366,404
0054-0279-03,141366,4225
0054-0283-25,7814,240
0054-0284-25,7814,394
0054-0288-13,88249,13588
0054-0288-22,88249,13588
0054-0289-13,88249,28841
0054-0289-22,88249,28841
0054-0290-13,461016,1152
0054-0291-25,461016,2558
0054-0292-25,461016,3331
0054-0293-99,18603,24148
0054-0295-13,85247,103
0054-0296-13,85247,99
0054-0319-50,190376,259
0054-0320-03,37776,94
0054-0320-06,37776,94
0054-0321-03,37776,369
0054-0321-06,37776,369
0054-0322-03,37776,1009
0054-0322-06,37776,1009
0054-0323-03,37776,989
0054-0323-06,37776,989
0054-0324-03,37776,605
0054-0324-06,37776,605
0054-0325-03,37776,568
0054-0334-25,44281,1392
0054-0338-19,11516,24
0054-0339-19,11516,36
0054-0347-16,10612,35
0054-0348-07,10612,313
0054-0348-21,10612,313
0054-0349-25,8149,184
0054-0356-13,3554,362
0054-0356-25,3554,362
0054-0357-13,3554,121
0054-0357-25,3554,121
0054-0379-50,56512,373
0054-0379-51,56512,18152
0054-0379-63,56512,18152
0054-0382-25,3002,87
0054-0383-25,3002,719
0054-0386-63,3423,579
0054-0388-19,11516,18
0054-0389-25,6816,83
0054-0390-41,7804,71070
0054-0390-63,7804,71070
0054-0391-68,,51
0054-0391-68,6813,4311
0054-0392-68,,51
0054-0392-68,6813,4311
0054-0393-44,7804,4448
0054-0395-13,228790,8810
0054-0395-22,228790,8810
0054-0400-13,683693,2928
0054-0400-22,683693,2928
0054-0401-13,683693,2182
0054-0401-22,683693,2182
0054-0404-41,7052,5119
0054-0404-44,7052,5119
0054-0404-50,7052,5119
0054-0407-13,85762,526
0054-0413-13,73689,2352
0054-0414-13,73689,993
0054-0415-25,4109,389
0054-0427-25,4451,32
0054-0428-25,4451,113
0054-0434-25,3521,475
0054-0435-25,3521,477
0054-0436-25,3521,297
0054-0450-58,53654,35
0054-0468-23,10390,369
0054-0469-23,10390,124
0054-0479-21,897018,1682
0054-0517-41,7052,5119
0054-0517-44,7052,5119
0054-0517-50,7052,5119
0054-0520-21,75207,38
0054-0521-21,75207,183
0054-0523-41,7804,71070
0054-0523-63,7804,71070
0054-0526-25,21241,2986
0054-0527-25,21241,402
0054-0542-18,73494,751
0054-0543-18,73494,1510
0054-0544-18,73494,1441
0054-0545-18,5487,379
0054-0546-18,5487,450
0054-0547-18,5487,459
0054-0548-44,6387,2727
0054-0551-25,161,881727
0054-0551-29,161,881727
0054-0561-50,21241,1566
0054-0575-21,1191,6949
0054-0603-13,683693,781
0054-0639-05,6883,1568
0054-0639-13,6883,1568
0054-2526-25,42351,3644
0054-2527-25,42351,13857
0054-2527-31,42351,13857
0054-2531-25,42351,2390
0054-3068-44,596,5
0054-3090-36,1841,541
0054-3117-63,1897,937
0054-3120-41,1894,996
0054-3176-44,3264,147
0054-3177-57,3264,866
0054-3177-63,3264,866
0054-3185-44,3322,20
0054-3188-63,3322,449
0054-3192-46,3407,2
0054-3194-46,1223,756
0054-3270-99,41126,457137
0054-3294-46,4603,8046
0054-3294-50,4603,8046
0054-3298-63,4603,23
0054-3486-63,6218,32543
0054-3500-49,6387,2727
0054-3505-47,6387,5041
0054-3527-63,6448,299
0054-3532-44,6470,485
0054-3542-58,6703,4109
0054-3545-63,6754,18
0054-3553-44,6813,175
0054-3555-63,6813,3164
0054-3556-63,6813,1556
0054-3563-63,6915,4
0054-3566-99,6960,30500
0054-3567-49,6581,69
0054-3567-61,6581,69
0054-3721-44,8640,26
0054-3722-50,8640,1638
0054-3722-63,8640,1638
0054-3727-63,8787,2034
0054-3730-63,8787,41
0054-3774-44,7052,1
0054-3774-50,7052,1
0054-4084-25,1256,14272
0054-4120-25,1897,1216
0054-4146-22,2623,7549
0054-4146-23,2623,7549
0054-4179-25,3264,2551
0054-4180-25,3264,498
0054-4181-25,3264,2853
0054-4182-25,3264,865
0054-4183-25,3264,10226
0054-4184-25,3264,44201
0054-4186-25,3264,7076
0054-4218-25,6813,2
0054-4219-25,6813,39
0054-4297-25,4603,255342
0054-4297-31,4603,255342
0054-4299-25,4603,299684
0054-4299-31,4603,299684
0054-4301-25,4603,40347
0054-4301-29,4603,40347
0054-4496-13,6313,1073
0054-4496-25,6313,1073
0054-4497-05,6313,276
0054-4497-10,6313,276
0054-4498-10,6313,27
0054-4499-11,6313,458
0054-4527-25,42351,3807
0054-4527-31,42351,3807
0054-4538-25,6813,826
0054-4550-15,6851,50638
0054-4550-25,6851,50638
0054-4570-25,6813,36949
0054-4571-25,6813,59592
0054-4581-11,103,4714
0054-4581-27,103,4714
0054-4595-25,6754,363
0054-4596-25,6754,108
0054-4603-25,6703,1798
0054-4604-25,6703,2069
0054-4721-25,8761,102
0054-4728-25,8640,108262
0054-4728-31,8640,108262
0054-4741-25,8640,17643
0054-4741-31,8640,17643
0054-4741-QT,,269
0054-4742-25,8640,7151
0054-4858-25,10767,130
0054-4859-25,10767,1316
0054-4859-29,10767,1316
0054-8120-25,1897,1216
0054-8146-22,2623,7549
0054-8174-25,3264,2853
0054-8175-25,3264,44201
0054-8176-25,3264,10226
0054-8179-25,3264,2551
0054-8180-25,3264,498
0054-8181-25,3264,865
0054-8183-25,3264,7076
0054-8192-16,3407,2
0054-8193-16,3407,2
