rxcui	ndcs
995258	['00093506101', '00093506105', '00093506110', '00179007230', '00378258701', '00378258710', '00440161712', '00615152639', '00615803739', '00615808239', '00904035840', '00904035880', '00904661761', '10135050401', '10135050405', '10135050410', '10544001720', '10544001730', '10544021020', '10544021030', '10544022630', '10544022690', '10702001101', '10702001110', '10702001150', '16714008210', '16714008211', '16714008212', '23155010601', '23155010605', '23155010610', '23155050101', '23155050105', '23155050110', '31722050101', '31722050105', '31722050110', '33261016114', '33261016115', '33261016120', '33261016121', '33261016128', '33261016130', '33261016140', '33261016160', '33261016190', '33358018120', '33358018130', '35356094230', '35356094260', '42806016001', '42806016005', '42806016010', '43063009506', '43063009512', '43063009520', '43063051806', '43063051812', '43063051820', '43063051828', '43063051830', '43063051840', '43063051860', '43063051890', '43063062728', '43063096201', '43063096282', '43063096295', '50090328600', '50090328601', '50090336200', '50090336201', '50090336204', '50090336206', '50090358301', '50090440400', '50436050101', '50436387401', '51079080601', '51079080620', '51655007925', '51655007952', '52959007412', '52959007413', '52959007415', '52959007416', '52959007420', '52959007421', '52959007424', '52959007430', '52959007440', '52959007450', '52959007460', '52959007490', '53002320001', '53002320002', '53002320003', '53002390001', '53002390002', '53002390003', '55154469300', '55154537700', '55700082930', '55887098521', '55887098590', '57664011313', '57664011318', '57664011383', '57664011388', '58864004520', '58864004530', '58864004542', '58864004560', '60429022401', '60429022410', '60760097130', '61919012215', '61919012220', '61919012230', '61919021715', '61919021790', '61919074315', '61919085630', '61919085660', '63187024420', '63187049230', '63187049260', '63187049290', '63187060515', '63187060520', '63187060530', '63187060560', '63187060590', '63187073320', '63187073330', '63187073360', '63187073390', '63629185601', '63629185602', '63629671601', '63629671602', '63629671603', '63629671604', '63629671605', '63629767501', '63629767502', '63629767503', '63629796301', '63629796302', '63739048610', '63874030320', '63874030401', '63874030402', '63874030409', '63874030410', '63874030412', '63874030414', '63874030415', '63874030420', '63874030425', '63874030428', '63874030430', '63874030440', '63874030445', '63874030460', '63874030490', '66267011315', '66267011320', '66267011330', '66267011340', '66267011360', '66336008630', '66336008660', '67296005502', '67296038101', '67296064801', '67296064802', '67296100903', '67296129303', '67296153203', '67296168103', '67405067110', '67405067150', '67405067196', '68071453003', '68071462203', '68071476304', '68084025401', '68084025411', '68462035301', '68462035305', '68788742701', '68788742702', '68788742703', '68788742705', '68788742706', '68788742709', '68788746401', '68788746402', '68788746403', '68788746405', '68788746406', '68788746409', '70518048800', '70518048801', '70518169200', '70518173000', '70518173001', '70518196400', '70518206600', '70518227900', '70934015030', '70934019120', '70934019130', '70934023410', '70934023430', '70934024030', '70934032420', '70934032430', '70934032460', '71205015520', '71205015530', '71205015560', '71205015590', '71205027320', '71205027330', '71335093501', '71335093502', '71335093503', '71335093504', '71335093505', '71335093506', '71335093507', '71335093508', '71335104701', '71335104702', '71335104703', '71335104704', '71335104705', '71335104706', '71335104707', '71335104708', '75921001115']
995264	[]
995266	[]
995268	[]
995281	['00093506201', '00093506205', '00378258801', '00378258810', '00615152739', '00904035960', '00904661861', '10135050501', '10135050505', '10135050510', '10544022730', '10544022790', '10702001201', '10702001210', '10702001250', '16714008310', '16714008311', '23155010701', '23155010705', '23155010710', '23155050201', '23155050205', '23155050210', '31722050201', '31722050205', '31722050210', '35356070130', '35356070160', '35356093930', '35356093960', '35356093990', '42806016101', '42806016105', '42806016110', '43063043512', '43063043517', '43063043520', '43063043525', '43063043530', '43063051930', '43063077930', '43063096301', '43063096395', '49999003560', '50090261401', '50090261404', '50436387503', '51079081601', '51079081620', '52959088230', '53217000712', '53217000720', '53217000725', '53217000730', '53217000737', '53217000760', '53217000790', '53217022525', '53217022530', '53217022537', '53808061901', '53808063201', '53808096001', '55289013801', '55289013812', '55289013817', '55289013820', '55289013825', '55289013830', '55700076030', '55700076060', '55700076090', '57664011413', '57664011483', '57664011488', '60429022501', '60429022505', '63187035415', '63187035430', '63187035460', '63187035490', '63187053915', '63187053920', '63187053930', '63187053960', '63187053990', '63629492901', '63629492902', '63629492903', '63629492904', '63629492905', '63629708701', '63629708702', '63874007730', '63874007750', '67046027907', '67046027914', '67046027915', '67046027920', '67046027921', '67046027928', '67046027930', '67046027960', '67405057710', '67405057750', '67405057796', '68071474803', '68071513306', '68084025501', '68084025511', '68462035401', '68462035405', '70518042500', '70518048700', '70518048701', '70518183200', '70518183201', '70518196500', '70518215400', '70518215900', '70518224000', '70934025830', '70934028530', '70938000130', '71205008315', '71205008320', '71205008330', '71205008360', '71205008390', '71205033215', '71205033220', '71205033230', '71205033260', '71205033290', '71335024601', '71335024602', '71335024603', '71335024604', '71335024605', '71335098601', '71335098602', '71335098603', '71335098604', '71335098605', '71335106801', '71335106802', '71335106803', '71335106804', '71335106805']
995283	[]
995285	['00517561025', '52584061025']
995291	[]
995297	[]
995301	[]
995303	[]
1359472	[]
203182	[]
995232	['00555032402', '43063025110', '49999003612', '49999003660', '53808043101', '68387046930']
995234	[]
995253	['00115167001', '00115167002', '00115180301', '00115180302', '00185061301', '00185061305', '00185067401', '00185067405', '00185067410', '00555032302', '00555032304', '00591080001', '00591080005', '00615033139', '00615786039', '10544055620', '14539067401', '14539067405', '33261085700', '33261085730', '33261085760', '33261085790', '33358018220', '33358018230', '35356093820', '42291032250', '42291032290', '42291040650', '42291040690', '43063017201', '43063017204', '43063040601', '43063040604', '43063040610', '43063040615', '43063040630', '43353009430', '43353009453', '43353009460', '43353009470', '43353009480', '43353019930', '43353019953', '43353019960', '43353019970', '43353019980', '50090035505', '50090298402', '50090298405', '50090438502', '50090438505', '50090457902', '50090457905', '51079007701', '51079007720', '52959043310', '52959043315', '52959043320', '52959043330', '52959043340', '52959043350', '52959043360', '53002621101', '53002621102', '53002621103', '53217025630', '53217025660', '53808037301', '53808042601', '53808088601', '55154556400', '55289022610', '55289022615', '55289022630', '55700020220', '55700020230', '55700023730', '55700086030', '55887042210', '55887042290', '58118002508', '60429029401', '60429029405', '60760016930', '61919012115', '61919035230', '61919035715', '61919035730', '61919035760', '61919088015', '63187003430', '63187076315', '63187076320', '63187076330', '63187076360', '63187076390', '63629153301', '63629153302', '63629153303', '63629153304', '63629153305', '63629153306', '63629153307', '63629153308', '63629664201', '63629664202', '63629818301', '63874044202', '63874044203', '64980016901', '64980016905', '66267011420', '66267011430', '66336020830', '67046028130', '67296015202', '67296109603', '67296109605', '67296138703', '67296138705', '67296166003', '67296166007', '67296171903', '67296171907', '67544079130', '68071105404', '68071105406', '68071181101', '68071454003', '68071466501', '68071491503', '68071495403', '68071512401', '68084084701', '68084084711', '68788728001', '68788728002', '68788728003', '68788728005', '68788728006', '68788728009', '68788756401', '68788756403', '68788756405', '68788756406', '68788756409', '68788938601', '68788938602', '68788938603', '68788938605', '68788938606', '68788938609', '68788969601', '68788969602', '68788969603', '68788969605', '68788969606', '68788969609', '70518020900', '70518020901', '70518141100', '70518150400', '70518150401', '70518150402', '71205008715', '71205008720', '71205008730', '71205008760', '71205008790', '71205012315', '71205012320', '71205012330', '71205012360', '71205012390', '71205043330', '71205043360', '71205043390', '71250043330', '71335043801', '71335043802', '71335043803', '71335043804', '71335043805', '71335043806', '71335043807', '71335043808', '71335099801', '71335099802', '71335099803', '71335099804', '71335099805', '71335099806', '71335099807', '71335099808', '71335099809', '71335132501', '71335132502', '71335132503', '71335132504', '71335132505', '71335132506', '71335132507', '71335132508', '71335132509', '71610009530', '71610009553', '71610009560', '71610009570', '71610009580', '71610021760', '71610023960', '71610039730', '71610039753', '71610039770', '71610039780', '72189000915', '72189000930']
995416	[]
995255	['00069541066']
995274	[]
995276	[]
995278	['00115167101', '00115167102', '00115180401', '00115180402', '00185061501', '00185061505', '00555030202', '00555030204', '00591080101', '00591080105', '00615033239', '12634083301', '12634083371', '14539067501', '14539067505', '33261085800', '33261085802', '33261085830', '33261085840', '33261085860', '33261085890', '42291032350', '42291032390', '42291040750', '42291040790', '42495017030', '50090037400', '50090037401', '50090384101', '50090390800', '50090390801', '50090390900', '50090447101', '51079007801', '51079007820', '52959083306', '52959083320', '53808037401', '53808042901', '55154509200', '55289035410', '55700063530', '55700063590', '55700074290', '60429029501', '60429029505', '61919064730', '62584074101', '62584074111', '63629541501', '63629541502', '63629541503', '63629541504', '63629541505', '64980017001', '64980017005', '67046028230', '67046028260', '67046028307', '67046028314', '67046028315', '67046028320', '67046028321', '67046028328', '67046028330', '67046028360', '67296022201', '67296022203', '67296109803', '67296109804', '68387046830', '68788052303', '68788721401', '68788721403', '68788721405', '68788721406', '68788721409', '70518147100', '70518165300', '70518165900', '70518165901', '70518229600', '70518229601', '70518229602', '70518235000', '71335022401', '71335022402', '71335022403', '71335022404', '71335022405', '71335105801', '71335105802', '71335105803', '71335105804', '71335105805', '71335105806', '71335126501', '71335126502', '71335126503', '71335126504', '71335126505', '71335126506']
995418	[]
995280	['00069542066', '70518050000']
540524	[]
866097	[]
217652	[]
151877	[]
27306	[]
284637	[]
1244200	[]
615870	[]
636062	[]
217653	[]
217654	[]
235614	[]
1657905	[]
797013	[]
1037229	[]
153970	[]
1007374	[]
1050324	[]
261418	[]
903986	[]
1047802	[]
1225	[]
1047881	['17856051102', '17856051405', '39328004816', '54838051180', '58657042516', '58657042716']
1047903	[]
1047920	[]
1047931	[]
1048405	[]
755461	[]
998726	[]
998728	['67555015610']
1087365	['15338050310', '42291085201', '58657045601', '71186000235']
1657916	[]
1087367	['00076011101', '00178074001']
1048307	[]
1101637	['00076090301', '44523074301']
1048309	[]
1048316	[]
1598634	[]
1667872	[]
1738136	['24839069901']
1440869	[]
1483624	['12539012010']
1440875	['00682033401']
1048336	['15338050209', '42291085190', '58657045790', '58657045890', '71186000024']
1048338	[]
1657910	[]
1048340	['00037632190']
1048044	[]
1048371	[]
1048047	[]
1047786	['51862017501']
1047789	[]
1048043	[]
1047791	['00076090201', '44523074201']
1087457	['12539014401']
1547952	[]
1047793	[]
1047795	['00178051301']
1047797	[]
1050325	['49963051801', '58657045401']
1597581	['58657045501']
1251290	['00484015101', '00484015130', '00485015101', '00485015130']
1657904	[]
1048379	[]
1048381	[]
1046985	['00574024701', '10135018401', '39328004910', '42192033801', '42192033805', '43199001201', '57629020210', '63629103001', '68071217408', '68071502408', '69189030701', '70156010601', '71186000725', '76439030710']
1048056	['00225029515', '00225029520']
1048058	['00485008201']
1242702	[]
1048061	[]
1242705	['68220011810']
1146688	['68047025401']
1046986	['64543011401']
1047905	['00574024601', '13273010803', '39328005010', '42192034001', '42192034005', '43199001301', '51525011201', '52959017502', '52959017530', '53002113501', '53002113502', '53217006320', '53217006321', '53217006330', '55289095620', '55887048325', '55887048390', '57629020010', '61919029730', '63187041130', '63629102801', '67296128003', '68071005104', '70156010401', '71186000825', '76439030810']
1048063	[]
1048059	[]
1048051	[]
1047907	['68220011210', '68220011250']
1048065	[]
1149355	['68047025201']
1047935	[]
1046982	['00574025001', '39328005110', '42192033901', '42192033905', '43063032160', '43199001101', '51525011301', '55887076020', '55887076021', '55887076060', '57629020110', '57779010104', '61919075930', '63187005810', '63187005815', '63629103101', '68151147100', '70156010501', '70518253900', '71186000925', '71335078801', '71335078802', '71335078803', '71335078804', '71335078805', '71335078806', '71335078807', '71335078808', '71335078809', '71335115901', '71335115902', '71335115903', '71335115904', '71335115905', '71335115906', '71335115907', '71335115908', '71335115909', '76439030910', '76519120800']
