ISBT	Description	prodCDC
E0428	RED BLOOD CELLS|CPD>AS5/500mL/refg|Supernat rem/Plasma added	WBDRBC
E0462	RED BLOOD CELLS|CPD>AS1/XX/refg	WBDRBC
E0463	RED BLOOD CELLS|CPD>AS1/XX/refg|LowVol:anticoag not adj	WBDRBC
E0464	RED BLOOD CELLS|CP2D>AS3/XX/refg	WBDRBC
E0465	RED BLOOD CELLS|CP2D>AS3/XX/refg|LowVol:anticoag not adj	WBDRBC
E0466	RED BLOOD CELLS|CPD>AS5/XX/refg	WBDRBC
E0467	RED BLOOD CELLS|CPD>AS5/XX/refg|LowVol:anticoag not adj	WBDRBC
E0471	Washed RED BLOOD CELLS|None/450mL/refg|Open	WBDRBC
E0472	Washed RED BLOOD CELLS|None/450mL/refg|Open|Irradiated	IRWBDRBC
E0473	Washed RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E0474	Washed RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0475	Washed RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0476	Washed RED BLOOD CELLS|None/450mL/refg|Open|ResLeu:<5log6	LRWBDRBC
E0477	Washed RED BLOOD CELLS|None/450mL/refg|Open|Albumin added	WBDRBC
E0478	Washed RED BLOOD CELLS|None/450mL/refg|Open|Plasma added	WBDRBC
E0482	Washed RED BLOOD CELLS|None/500mL/refg|Open	WBDRBC
E0483	Washed RED BLOOD CELLS|None/500mL/refg|Open|Irradiated	IRWBDRBC
E0484	Washed RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E0485	Washed RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0486	Washed RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0487	Washed RED BLOOD CELLS|None/500mL/refg|Open|ResLeu:<5log6	LRWBDRBC
E0488	Washed RED BLOOD CELLS|None/500mL/refg|Open|Albumin added	WBDRBC
E0489	Washed RED BLOOD CELLS|None/500mL/refg|Open|Plasma added	WBDRBC
E0493	Washed RED BLOOD CELLS|None/250mL/refg|Open	WBDRBC
E0494	Washed RED BLOOD CELLS|None/250mL/refg|Open|Irradiated	IRWBDRBC
E0495	Washed RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E0496	Washed RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0497	Washed RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0498	Washed RED BLOOD CELLS|None/250mL/refg|Open|ResLeu:<5log6	LRWBDRBC
E0499	Washed RED BLOOD CELLS|None/250mL/refg|Open|Albumin added	WBDRBC
E0500	Washed RED BLOOD CELLS|None/250mL/refg|Open|Plasma added	WBDRBC
E0502	Frozen RED BLOOD CELLS|None/450mL/<-65C|Open	WBDRBC
E0503	Frozen RED BLOOD CELLS|None/450mL/<-65C|Open|Irradiated	IRWBDRBC
E0505	Frozen RED BLOOD CELLS|None/500mL/<-65C|Open	WBDRBC
E0506	Frozen RED BLOOD CELLS|None/500mL/<-65C|Open|Irradiated	IRWBDRBC
E0508	Frozen RED BLOOD CELLS|None/250mL/<-65C|Open	WBDRBC
E0509	Frozen RED BLOOD CELLS|None/250mL/<-65C|Open|Irradiated	IRWBDRBC
E0511	Frozen RED BLOOD CELLS|None/450mL/<-120C|Open	WBDRBC
E0512	Frozen RED BLOOD CELLS|None/450mL/<-120C|Open|Irradiated	IRWBDRBC
E0514	Frozen Rejuvenated RED BLOOD CELLS|None/450mL/<-65C|Open	WBDRBC
E0515	Frozen Rejuvenated RED BLOOD CELLS|None/450mL/<-65C|Open|Irradiated	IRWBDRBC
E0517	Frozen Rejuvenated RED BLOOD CELLS|None/500mL/<-65C|Open	WBDRBC
E0518	Frozen Rejuvenated RED BLOOD CELLS|None/500mL/<-65C|Open|Irradiated	IRWBDRBC
E0520	Frozen Rejuvenated RED BLOOD CELLS|None/250mL/<-65C|Open	WBDRBC
E0521	Frozen Rejuvenated RED BLOOD CELLS|None/250mL/<-65C|Open|Irradiated	IRWBDRBC
E0523	Frozen Rejuvenated RED BLOOD CELLS|None/450mL/<-120C|Open	WBDRBC
E0524	Frozen Rejuvenated RED BLOOD CELLS|None/450mL/<-120C|Open|Irradiated	IRWBDRBC
E0528	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open	WBDRBC
E0529	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Irradiated	IRWBDRBC
E0530	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0531	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0532	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Albumin added	WBDRBC
E0533	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Plasma added	WBDRBC
E0537	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open	WBDRBC
E0538	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open|Irradiated	IRWBDRBC
E0539	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0540	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0541	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open|Albumin added	WBDRBC
E0542	Deglycerolized RED BLOOD CELLS|None/500mL/refg|Open|Plasma added	WBDRBC
E0544	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open	WBDRBC
E0545	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open|Irradiated	IRWBDRBC
E0546	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0547	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0548	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open|Albumin added	WBDRBC
E0549	Deglycerolized RED BLOOD CELLS|None/250mL/refg|Open|Plasma added	WBDRBC
E0551	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open	WBDRBC
E0552	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Irradiated	IRWBDRBC
E0553	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0554	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0555	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Albumin added	WBDRBC
E0556	Deglycerolized Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Plasma added	WBDRBC
E0558	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open	WBDRBC
E0559	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Irradiated	IRWBDRBC
E0560	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0561	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0562	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Albumin added	WBDRBC
E0563	Deglycerolized Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Plasma added	WBDRBC
E0565	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open	WBDRBC
E0566	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Irradiated	IRWBDRBC
E0567	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Albumin added	IRWBDRBC
E0568	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Irradiated|Plasma added	IRWBDRBC
E0569	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Albumin added	WBDRBC
E0570	Deglycerolized Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Plasma added	WBDRBC
E0571	Rejuvenated RED BLOOD CELLS|None/450mL/refg	WBDRBC
E0574	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open	WBDRBC
E0575	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Irradiated	IRWBDRBC
E0576	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Albumin added	WBDRBC
E0577	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Plasma added	WBDRBC
E0578	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Supernat rem	WBDRBC
E0579	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Open|Supernat rem/Plasma added	WBDRBC
E0580	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Irradiated	IRWBDRBC
E0582	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Plasma added	WBDRBC
E0583	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Supernat rem	WBDRBC
E0584	Rejuvenated RED BLOOD CELLS|None/450mL/refg|Supernat rem/Plasma added	WBDRBC
E0585	Rejuvenated RED BLOOD CELLS|None/500mL/refg	WBDRBC
E0588	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open	WBDRBC
E0589	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Irradiated	IRWBDRBC
E0590	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Albumin added	WBDRBC
E0591	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Plasma added	WBDRBC
E0592	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Supernat rem	WBDRBC
E0593	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Open|Supernat rem/Plasma added	WBDRBC
E0594	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Irradiated	IRWBDRBC
E0595	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Albumin added	WBDRBC
E0596	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Plasma added	WBDRBC
E0597	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Supernat rem	WBDRBC
E0598	Rejuvenated RED BLOOD CELLS|None/500mL/refg|Supernat rem/Plasma added	WBDRBC
E0599	Rejuvenated RED BLOOD CELLS|None/250mL/refg	WBDRBC
E0602	Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open	WBDRBC
E0603	Rejuvenated RED BLOOD CELLS|None/250mL/refg|Open|Irradiated	IRWBDRBC
E0604	Rejuvenated RED BLOOD CELLS|None/250mL/refg|Irradiated	IRWBDRBC
E0605	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg	APHRBC
E0624	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open	APHRBC
E0625	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated	IRAPHRBC
E0626	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6	IRLRAPHRBC
E0627	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem	IRLRAPHRBC
E0628	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem|1st container	IRLRAPHRBC
E0629	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem|2nd container	IRLRAPHRBC
E0630	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRAPHRBC
E0631	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma add...	IRLRAPHRBC
E0632	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma add...	IRLRAPHRBC
E0633	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|1st container	IRLRAPHRBC
E0634	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHRBC
E0635	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem	IRAPHRBC
E0636	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem|1st container	IRAPHRBC
E0637	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem|2nd container	IRAPHRBC
E0638	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem/Plasma added	IRAPHRBC
E0639	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem/Plasma added|1st container	IRAPHRBC
E0640	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|Supernat rem/Plasma added|2nd container	IRAPHRBC
E0641	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|1st container	IRAPHRBC
E0642	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|2nd container	IRAPHRBC
E0643	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6	LRAPHRBC
E0644	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem	LRAPHRBC
E0645	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem|1st container	LRAPHRBC
E0646	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem|2nd container	LRAPHRBC
E0647	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem/Plasma added	LRAPHRBC
E0648	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem/Plasma added|1st cont...	LRAPHRBC
E0649	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|Supernat rem/Plasma added|2nd cont...	LRAPHRBC
E0650	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|1st container	LRAPHRBC
E0651	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|ResLeu:<5log6|2nd container	LRAPHRBC
E0652	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem	APHRBC
E0653	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem|1st container	APHRBC
E0654	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem|2nd container	APHRBC
E0655	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem/Plasma added	APHRBC
E0656	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem/Plasma added|1st container	APHRBC
E0657	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Supernat rem/Plasma added|2nd container	APHRBC
E0658	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|1st container	APHRBC
E0659	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|2nd container	APHRBC
E0660	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated	IRAPHRBC
E0661	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6	IRLRAPHRBC
E0662	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem	IRLRAPHRBC
E0663	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem|1st container	IRLRAPHRBC
E0664	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem|2nd container	IRLRAPHRBC
E0665	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRAPHRBC
E0666	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added|1s...	IRLRAPHRBC
E0667	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added|2n...	IRLRAPHRBC
E0668	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|1st container	IRLRAPHRBC
E0669	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHRBC
E0670	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem	IRAPHRBC
E0671	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem|1st container	IRAPHRBC
E0672	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem|2nd container	IRAPHRBC
E0673	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem/Plasma added	IRAPHRBC
E0674	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem/Plasma added|1st container	IRAPHRBC
E0675	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|Supernat rem/Plasma added|2nd container	IRAPHRBC
E0676	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|1st container	IRAPHRBC
E0677	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|2nd container	IRAPHRBC
E0678	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6	LRAPHRBC
E0679	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem	LRAPHRBC
E0680	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem|1st container	LRAPHRBC
E0681	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem|2nd container	LRAPHRBC
E0682	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem/Plasma added	LRAPHRBC
E0683	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem/Plasma added|1st container	LRAPHRBC
E0684	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat rem/Plasma added|2nd container	LRAPHRBC
E0685	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|1st container	LRAPHRBC
E0686	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|2nd container	LRAPHRBC
E0687	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem	APHRBC
E0688	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem|1st container	APHRBC
E0689	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem|2nd container	APHRBC
E0690	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem/Plasma added	APHRBC
E0691	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem/Plasma added|1st container	APHRBC
E0692	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Supernat rem/Plasma added|2nd container	APHRBC
E0693	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|1st container	APHRBC
E0694	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|2nd container	APHRBC
E0701	FRESH FROZEN PLASMA|CPD/XX/<=-18C	WBDPLASMA
E0704	FRESH FROZEN PLASMA|CPD/XX/<=-18C|Irradiated	WBDPLASMA
E0707	FRESH FROZEN PLASMA|CPDA-1/XX/<=-18C	WBDPLASMA
E0710	FRESH FROZEN PLASMA|CPDA-1/XX/<=-18C|Irradiated	WBDPLASMA
E0713	FRESH FROZEN PLASMA|CP2D/XX/<=-18C	WBDPLASMA
E0716	FRESH FROZEN PLASMA|CP2D/XX/<=-18C|Irradiated	WBDPLASMA
E0731	FRESH FROZEN PLASMA|CPD/XX/<-65C	WBDPLASMA
E0734	FRESH FROZEN PLASMA|CPD/XX/<-65C|Irradiated	WBDPLASMA
E0737	FRESH FROZEN PLASMA|CPDA-1/XX/<-65C	WBDPLASMA
E0740	FRESH FROZEN PLASMA|CPDA-1/XX/<-65C|Irradiated	WBDPLASMA
E0743	FRESH FROZEN PLASMA|CP2D/XX/<-65C	WBDPLASMA
E0746	FRESH FROZEN PLASMA|CP2D/XX/<-65C|Irradiated	WBDPLASMA
E0773	Thawed FRESH FROZEN PLASMA|CPD/XX/refg	WBDPLASMA
E0778	Thawed FRESH FROZEN PLASMA|CPD/XX/refg|Open	WBDPLASMA
E0779	Thawed FRESH FROZEN PLASMA|CPD/XX/refg|Open|Irradiated	WBDPLASMA
E0782	Thawed FRESH FROZEN PLASMA|CPD/XX/refg|Irradiated	WBDPLASMA
E0785	Thawed FRESH FROZEN PLASMA|CPDA-1/XX/refg	WBDPLASMA
E0790	Thawed FRESH FROZEN PLASMA|CPDA-1/XX/refg|Open	WBDPLASMA
E0791	Thawed FRESH FROZEN PLASMA|CPDA-1/XX/refg|Open|Irradiated	WBDPLASMA
E0794	Thawed FRESH FROZEN PLASMA|CPDA-1/XX/refg|Irradiated	WBDPLASMA
E0797	Thawed FRESH FROZEN PLASMA|CP2D/XX/refg	WBDPLASMA
E0802	Thawed FRESH FROZEN PLASMA|CP2D/XX/refg|Open	WBDPLASMA
E0803	Thawed FRESH FROZEN PLASMA|CP2D/XX/refg|Open|Irradiated	WBDPLASMA
E0806	Thawed FRESH FROZEN PLASMA|CP2D/XX/refg|Irradiated	WBDPLASMA
E0829	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C	APHPLASMA
E0838	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated	APHPLASMA
E0843	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated|<200 mL	APHPLASMA
E0845	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated|>=200 mL <400mL	APHPLASMA
E0847	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated|>=400mL <600mL	APHPLASMA
E0849	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated|>=600mL	APHPLASMA
E0851	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Irradiated|Aphr not automated	APHPLASMA
E0858	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|<200 mL	APHPLASMA
E0860	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|>=200 mL <400mL	APHPLASMA
E0862	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|>=400mL <600mL	APHPLASMA
E0864	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|>=600mL	APHPLASMA
E0866	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|Aphr not automated	APHPLASMA
E0869	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C	APHPLASMA
E0878	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated	APHPLASMA
E0883	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|<200 mL	APHPLASMA
E0885	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|>=200 mL <400mL	APHPLASMA
E0887	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|>=400mL <600mL	APHPLASMA
E0889	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|>=600mL	APHPLASMA
E0891	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|Aphr not automated	APHPLASMA
E0898	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|<200 mL	APHPLASMA
E0900	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|>=200 mL <400mL	APHPLASMA
E0902	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|>=400mL <600mL	APHPLASMA
E0904	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|>=600mL	APHPLASMA
E0906	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Aphr not automated	APHPLASMA
E0909	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C	APHPLASMA
E0918	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated	APHPLASMA
E0923	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated|<200 mL	APHPLASMA
E0925	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated|>=200 mL <400mL	APHPLASMA
E0927	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated|>=400mL <600mL	APHPLASMA
E0929	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated|>=600mL	APHPLASMA
E0931	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Irradiated|Aphr not automated	APHPLASMA
E0938	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|<200 mL	APHPLASMA
E0940	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|>=200 mL <400mL	APHPLASMA
E0942	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|>=400mL <600mL	APHPLASMA
E0944	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|>=600mL	APHPLASMA
E0946	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Aphr not automated	APHPLASMA
E1029	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C	APHPLASMA
E1038	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated	APHPLASMA
E1043	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated|<200 mL	APHPLASMA
E1045	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated|>=200 mL <400mL	APHPLASMA
E1047	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated|>=400mL <600mL	APHPLASMA
E1049	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated|>=600mL	APHPLASMA
E1051	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Irradiated|Aphr not automated	APHPLASMA
E1058	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|<200 mL	APHPLASMA
E1060	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|>=200 mL <400mL	APHPLASMA
E1062	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|>=400mL <600mL	APHPLASMA
E1064	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|>=600mL	APHPLASMA
E1066	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-65C|Aphr not automated	APHPLASMA
E1069	Apheresis FRESH FROZEN PLASMA|ACD-B/XX/<-65C	APHPLASMA
